!OMP_NUM_THREADS key E v kr eta mu conf
2 791 4.33231E+08 0.06496 0.86381 0.85200 51.84060 2.0E+6
2 792 4.33231E+10 0.16496 0.02707 0.96312 57.29520 2.0E+6
2 793 2.43624E+07 0.26496 0.16993 0.08657 3.24540 2.0E+6
2 794 2.43624E+09 0.36496 0.31279 0.19768 8.70000 2.0E+6
2 795 2.43624E+08 0.46496 0.45564 0.30879 14.15460 2.0E+6
2 796 2.43624E+10 0.08496 0.59850 0.41991 19.60920 2.0E+6
2 797 7.70407E+07 0.18496 0.74136 0.53102 25.06380 2.0E+6
2 798 7.70407E+09 0.28496 0.88421 0.64213 30.51840 2.0E+6
2 799 7.70407E+08 0.38496 0.04748 0.75324 35.97300 2.0E+6
2 800 7.70407E+10 0.48496 0.19034 0.86435 41.42760 2.0E+6
2 801 1.18631E+07 0.00896 0.33319 0.97546 46.88220 2.0E+6
2 802 1.18631E+09 0.10896 0.47605 0.09892 52.33680 2.0E+6
2 803 1.18631E+08 0.20896 0.61891 0.21003 57.79140 2.0E+6
2 804 1.18631E+10 0.30896 0.76177 0.32114 3.74160 2.0E+6
2 805 3.75146E+07 0.40896 0.90462 0.43225 9.19620 2.0E+6
2 806 3.75146E+09 0.02896 0.06789 0.54336 14.65080 2.0E+6
2 807 3.75146E+08 0.12896 0.21075 0.65447 20.10540 2.0E+6
2 808 3.75146E+10 0.22896 0.35360 0.76558 25.56000 2.0E+6
2 809 2.10960E+07 0.32896 0.49646 0.87670 31.01400 2.0E+6
2 810 2.10960E+09 0.42896 0.63932 0.98781 36.46860 2.0E+6
2 811 2.10960E+08 0.04896 0.78217 0.00152 41.92320 2.0E+6
2 812 2.10960E+10 0.14896 0.92503 0.11264 47.37780 2.0E+6
2 813 6.67114E+07 0.24896 0.08830 0.22375 52.83240 2.0E+6
2 814 6.67114E+09 0.34896 0.23115 0.33486 58.28700 2.0E+6
2 815 6.67114E+08 0.44896 0.37401 0.44597 4.23720 2.0E+6
2 816 6.67114E+10 0.06896 0.51687 0.55708 9.69180 2.0E+6
2 817 1.58198E+07 0.16896 0.65973 0.66819 15.14640 2.0E+6
2 818 1.58198E+09 0.26896 0.80258 0.77930 20.60100 2.0E+6
2 819 1.58198E+08 0.36896 0.94544 0.89041 26.05560 2.0E+6
2 820 1.58198E+10 0.46896 0.10870 0.01387 31.51020 2.0E+6
2 821 5.00265E+07 0.08896 0.25156 0.12498 36.96480 2.0E+6
2 822 5.00265E+09 0.18896 0.39442 0.23609 42.41940 2.0E+6
2 823 5.00265E+08 0.28896 0.53728 0.34720 47.87400 2.0E+6
2 824 5.00265E+10 0.38896 0.68013 0.45831 53.32860 2.0E+6
2 825 2.81320E+07 0.48896 0.82299 0.56943 58.78260 2.0E+6
2 826 2.81320E+09 0.01296 0.96585 0.68054 4.73340 2.0E+6
2 827 2.81320E+08 0.11296 0.12911 0.79165 10.18800 2.0E+6
2 828 2.81320E+10 0.21296 0.27197 0.90276 15.64260 2.0E+6
2 829 8.89611E+07 0.31296 0.41483 0.02622 21.09720 2.0E+6
2 830 8.89611E+09 0.41296 0.55768 0.13733 26.55120 2.0E+6
2 831 8.89611E+08 0.03296 0.70054 0.24844 32.00580 2.0E+6
2 832 8.89611E+10 0.13296 0.84340 0.35955 37.46040 2.0E+6
2 833 1.10398E+07 0.23296 0.98626 0.47066 42.91500 2.0E+6
2 834 1.10398E+09 0.33296 0.00958 0.58177 48.36960 2.0E+6
2 835 1.10398E+08 0.43296 0.15244 0.69288 53.82420 2.0E+6
2 836 1.10398E+10 0.05296 0.29529 0.80399 59.27880 2.0E+6
2 837 3.49108E+07 0.15296 0.43815 0.91510 5.22900 2.0E+6
2 838 3.49108E+09 0.25296 0.58101 0.03856 10.68360 2.0E+6
2 839 3.49108E+08 0.35296 0.72387 0.14967 16.13820 2.0E+6
2 840 3.49108E+10 0.45296 0.86672 0.26078 21.59280 2.0E+6
2 841 1.96318E+07 0.07296 0.02999 0.37189 27.04740 2.0E+6
2 842 1.96318E+09 0.17296 0.17284 0.48301 32.50200 2.0E+6
2 843 1.96318E+08 0.27296 0.31570 0.59412 37.95660 2.0E+6
2 844 1.96318E+10 0.37296 0.45856 0.70523 43.41120 2.0E+6
2 845 6.20812E+07 0.47296 0.60142 0.81634 48.86580 2.0E+6
2 846 6.20812E+09 0.09296 0.74427 0.92745 54.31980 2.0E+6
2 847 6.20812E+08 0.19296 0.88713 0.05091 59.77440 2.0E+6
2 848 6.20812E+10 0.29296 0.05040 0.16202 0.31560 2.0E+6
2 849 1.47218E+07 0.39296 0.19325 0.27313 5.77020 2.0E+6
2 850 1.47218E+09 0.49296 0.33611 0.38424 11.22480 2.0E+6
2 851 1.47218E+08 0.01696 0.47897 0.49535 16.67940 2.0E+6
2 852 1.47218E+10 0.11696 0.62182 0.60646 22.13400 2.0E+6
2 853 4.65543E+07 0.21696 0.76468 0.71757 27.58800 2.0E+6
2 854 4.65543E+09 0.31696 0.90754 0.82868 33.04260 2.0E+6
2 855 4.65543E+08 0.41696 0.07080 0.93980 38.49720 2.0E+6
2 856 4.65543E+10 0.03696 0.21366 0.06325 43.95180 2.0E+6
2 857 2.61794E+07 0.13696 0.35652 0.17436 49.40640 2.0E+6
2 858 2.61794E+09 0.23696 0.49938 0.28547 54.86100 2.0E+6
2 859 2.61794E+08 0.33696 0.64223 0.39659 0.81120 2.0E+6
2 860 2.61794E+10 0.43696 0.78509 0.50770 6.26580 2.0E+6
2 861 8.27866E+07 0.05696 0.92795 0.61881 11.72040 2.0E+6
2 862 8.27866E+09 0.15696 0.09121 0.72992 17.17500 2.0E+6
2 863 8.27866E+08 0.25696 0.23407 0.84103 22.62960 2.0E+6
2 864 8.27866E+10 0.35696 0.37693 0.95214 28.08420 2.0E+6
2 865 1.27491E+07 0.45696 0.51978 0.07560 33.53880 2.0E+6
2 866 1.27491E+09 0.07696 0.66264 0.18671 38.99340 2.0E+6
2 867 1.27491E+08 0.17696 0.80550 0.29782 44.44800 2.0E+6
2 868 1.27491E+10 0.27696 0.94835 0.40893 49.90260 2.0E+6
2 869 4.03162E+07 0.37696 0.11162 0.52004 55.35660 2.0E+6
2 870 4.03162E+09 0.47696 0.25448 0.63115 1.30740 2.0E+6
2 871 4.03162E+08 0.09696 0.39733 0.74226 6.76200 2.0E+6
2 872 4.03162E+10 0.19696 0.54019 0.85338 12.21660 2.0E+6
2 873 2.26715E+07 0.29696 0.68305 0.96449 17.67120 2.0E+6
2 874 2.26715E+09 0.39696 0.82591 0.08794 23.12520 2.0E+6
2 875 2.26715E+08 0.49696 0.96876 0.19906 28.57980 2.0E+6
2 876 2.26715E+10 0.00176 0.13203 0.31017 34.03440 2.0E+6
2 877 7.16935E+07 0.10176 0.27489 0.42128 39.48900 2.0E+6
2 878 7.16935E+09 0.20176 0.41774 0.53239 44.94360 2.0E+6
2 879 7.16935E+08 0.30176 0.56060 0.64350 50.39820 2.0E+6
2 880 7.16935E+10 0.40176 0.70346 0.75461 55.85280 2.0E+6
2 881 1.70012E+07 0.02176 0.84631 0.86572 1.80300 2.0E+6
2 882 1.70012E+09 0.12176 0.98917 0.97683 7.25760 2.0E+6
2 883 1.70012E+08 0.22176 0.01249 0.10029 12.71220 2.0E+6
2 884 1.70012E+10 0.32176 0.15535 0.21140 18.16680 2.0E+6
2 885 5.37626E+07 0.42176 0.29821 0.32251 23.62140 2.0E+6
2 886 5.37626E+09 0.04176 0.44107 0.43362 29.07600 2.0E+6
2 887 5.37626E+08 0.14176 0.58392 0.54473 34.53060 2.0E+6
2 888 5.37626E+10 0.24176 0.72678 0.65585 39.98520 2.0E+6
2 889 3.02329E+07 0.34176 0.86964 0.76696 45.43980 2.0E+6
2 890 3.02329E+09 0.44176 0.03290 0.87807 50.89380 2.0E+6
2 891 3.02329E+08 0.06176 0.17576 0.98918 56.34840 2.0E+6
2 892 3.02329E+10 0.16176 0.31862 0.00290 2.29920 2.0E+6
2 893 9.56049E+07 0.26176 0.46147 0.11401 7.75380 2.0E+6
2 894 9.56049E+09 0.36176 0.60433 0.22512 13.20840 2.0E+6
2 895 9.56049E+08 0.46176 0.74719 0.33623 18.66240 2.0E+6
2 896 9.56049E+10 0.08176 0.89005 0.44734 24.11700 2.0E+6
2 897 1.06503E+07 0.18176 0.05331 0.55845 29.57160 2.0E+6
2 898 1.06503E+09 0.28176 0.19617 0.66956 35.02620 2.0E+6
2 899 1.06503E+08 0.38176 0.33903 0.78067 40.48080 2.0E+6
2 900 1.06503E+10 0.48176 0.48188 0.89178 45.93540 2.0E+6
2 901 3.36791E+07 0.00576 0.62474 0.01524 51.39000 2.0E+6
2 902 3.36791E+09 0.10576 0.76760 0.12635 56.84460 2.0E+6
2 903 3.36791E+08 0.20576 0.91045 0.23746 2.79480 2.0E+6
2 904 3.36791E+10 0.30576 0.07372 0.34857 8.24940 2.0E+6
2 905 1.89391E+07 0.40576 0.21658 0.45969 13.70400 2.0E+6
2 906 1.89391E+09 0.02576 0.35943 0.57080 19.15860 2.0E+6
2 907 1.89391E+08 0.12576 0.50229 0.68191 24.61320 2.0E+6
2 908 1.89391E+10 0.22576 0.64515 0.79302 30.06780 2.0E+6
2 909 5.98908E+07 0.32576 0.78800 0.90413 35.52240 2.0E+6
2 910 5.98908E+09 0.42576 0.93086 0.02759 40.97700 2.0E+6
2 911 5.98908E+08 0.04576 0.09413 0.13870 46.43100 2.0E+6
2 912 5.98908E+10 0.14576 0.23698 0.24981 51.88560 2.0E+6
2 913 1.42023E+07 0.24576 0.37984 0.36092 57.34020 2.0E+6
2 914 1.42023E+09 0.34576 0.52270 0.47203 3.29100 2.0E+6
2 915 1.42023E+08 0.44576 0.66556 0.58314 8.74560 2.0E+6
2 916 1.42023E+10 0.06576 0.80841 0.69425 14.19960 2.0E+6
2 917 4.49118E+07 0.16576 0.95127 0.80537 19.65420 2.0E+6
2 918 4.49118E+09 0.26576 0.11454 0.91648 25.10880 2.0E+6
2 919 4.49118E+08 0.36576 0.25739 0.03993 30.56340 2.0E+6
2 920 4.49118E+10 0.46576 0.40025 0.15104 36.01800 2.0E+6
2 921 2.52557E+07 0.08576 0.54311 0.26216 41.47260 2.0E+6
2 922 2.52557E+09 0.18576 0.68596 0.37327 46.92720 2.0E+6
2 923 2.52557E+08 0.28576 0.82882 0.48438 52.38180 2.0E+6
2 924 2.52557E+10 0.38576 0.97168 0.59549 57.83640 2.0E+6
2 925 7.98656E+07 0.48576 0.13494 0.70660 3.78660 2.0E+6
2 926 7.98656E+09 0.00976 0.27780 0.81771 9.24120 2.0E+6
2 927 7.98656E+08 0.10976 0.42066 0.92882 14.69580 2.0E+6
2 928 7.98656E+10 0.20976 0.56352 0.05228 20.15040 2.0E+6
2 929 1.22982E+07 0.30976 0.70637 0.16339 25.60500 2.0E+6
2 930 1.22982E+09 0.40976 0.84923 0.27450 31.05960 2.0E+6
2 931 1.22982E+08 0.02976 0.99209 0.38561 36.51360 2.0E+6
2 932 1.22982E+10 0.12976 0.01541 0.49672 41.96820 2.0E+6
2 933 3.88902E+07 0.22976 0.15827 0.60783 47.42280 2.0E+6
2 934 3.88902E+09 0.32976 0.30112 0.71895 52.87740 2.0E+6
2 935 3.88902E+08 0.42976 0.44398 0.83006 58.33200 2.0E+6
2 936 3.88902E+10 0.04976 0.58684 0.94117 4.28220 2.0E+6
2 937 2.18696E+07 0.14976 0.72970 0.06462 9.73680 2.0E+6
2 938 2.18696E+09 0.24976 0.87255 0.17574 15.19140 2.0E+6
2 939 2.18696E+08 0.34976 0.03582 0.28685 20.64600 2.0E+6
2 940 2.18696E+10 0.44976 0.17868 0.39796 26.10060 2.0E+6
2 941 6.91576E+07 0.06976 0.32153 0.50907 31.55520 2.0E+6
2 942 6.91576E+09 0.16976 0.46439 0.62018 37.00980 2.0E+6
2 943 6.91576E+08 0.26976 0.60725 0.73129 42.46440 2.0E+6
2 944 6.91576E+10 0.36976 0.75010 0.84240 47.91900 2.0E+6
2 945 1.63999E+07 0.46976 0.89296 0.95351 53.37360 2.0E+6
2 946 1.63999E+09 0.08976 0.05623 0.07697 58.82820 2.0E+6
2 947 1.63999E+08 0.18976 0.19908 0.18808 4.77840 2.0E+6
2 948 1.63999E+10 0.28976 0.34194 0.29919 10.23300 2.0E+6
2 949 5.18609E+07 0.38976 0.48480 0.41030 15.68760 2.0E+6
2 950 5.18609E+09 0.48976 0.62766 0.52141 21.14220 2.0E+6
2 951 5.18609E+08 0.01376 0.77051 0.63253 26.59680 2.0E+6
2 952 5.18609E+10 0.11376 0.91337 0.74364 32.05080 2.0E+6
2 953 2.91635E+07 0.21376 0.07663 0.85475 37.50540 2.0E+6
2 954 2.91635E+09 0.31376 0.21949 0.96586 42.96000 2.0E+6
2 955 2.91635E+08 0.41376 0.36235 0.08932 48.41460 2.0E+6
2 956 2.91635E+10 0.03376 0.50521 0.20043 53.86920 2.0E+6
2 957 9.22232E+07 0.13376 0.64806 0.31154 59.32380 2.0E+6
2 958 9.22232E+09 0.23376 0.79092 0.42265 5.27400 2.0E+6
2 959 9.22232E+08 0.33376 0.93378 0.53376 10.72860 2.0E+6
2 960 9.22232E+10 0.43376 0.09704 0.64487 16.18320 2.0E+6
2 961 1.14446E+07 0.05376 0.23990 0.75598 21.63780 2.0E+6
2 962 1.14446E+09 0.15376 0.38276 0.86709 27.09240 2.0E+6
2 963 1.14446E+08 0.25376 0.52561 0.97820 32.54700 2.0E+6
2 964 1.14446E+10 0.35376 0.66847 0.10166 38.00160 2.0E+6
2 965 3.61910E+07 0.45376 0.81133 0.21277 43.45620 2.0E+6
2 966 3.61910E+09 0.07376 0.95419 0.32388 48.91080 2.0E+6
2 967 3.61910E+08 0.17376 0.11745 0.43499 54.36540 2.0E+6
2 968 3.61910E+10 0.27376 0.26031 0.54611 59.81940 2.0E+6
2 969 2.03517E+07 0.37376 0.40317 0.65722 0.36060 2.0E+6
2 970 2.03517E+09 0.47376 0.54602 0.76833 5.81520 2.0E+6
2 971 2.03517E+08 0.09376 0.68888 0.87944 11.26980 2.0E+6
2 972 2.03517E+10 0.19376 0.83174 0.99055 16.72440 2.0E+6
2 973 6.43576E+07 0.29376 0.97459 0.00427 22.17900 2.0E+6
2 974 6.43576E+09 0.39376 0.13786 0.11538 27.63360 2.0E+6
2 975 6.43576E+08 0.49376 0.28072 0.22649 33.08820 2.0E+6
2 976 6.43576E+10 0.01776 0.42357 0.33760 38.54220 2.0E+6
2 977 1.52616E+07 0.11776 0.56643 0.44871 43.99680 2.0E+6
2 978 1.52616E+09 0.21776 0.70929 0.55982 49.45140 2.0E+6
2 979 1.52616E+08 0.31776 0.85214 0.67093 54.90600 2.0E+6
2 980 1.52616E+10 0.41776 0.99500 0.78205 0.85620 2.0E+6
2 981 4.82614E+07 0.03776 0.01833 0.89316 6.31080 2.0E+6
2 982 4.82614E+09 0.13776 0.16118 0.01661 11.76540 2.0E+6
2 983 4.82614E+08 0.23776 0.30404 0.12772 17.22000 2.0E+6
2 984 4.82614E+10 0.33776 0.44690 0.23884 22.67460 2.0E+6
2 985 2.71394E+07 0.43776 0.58975 0.34995 28.12920 2.0E+6
2 986 2.71394E+09 0.05776 0.73261 0.46106 33.58380 2.0E+6
2 987 2.71394E+08 0.15776 0.87547 0.57217 39.03840 2.0E+6
2 988 2.71394E+10 0.25776 0.03873 0.68328 44.49300 2.0E+6
2 989 8.58223E+07 0.35776 0.18159 0.79439 49.94760 2.0E+6
2 990 8.58223E+09 0.45776 0.32445 0.90550 55.40220 2.0E+6
2 991 8.58223E+08 0.07776 0.46731 0.02896 1.35240 2.0E+6
2 992 8.58223E+10 0.17776 0.61016 0.14007 6.80700 2.0E+6
2 993 1.32154E+07 0.27776 0.75302 0.25118 12.26160 2.0E+6
2 994 1.32154E+09 0.37776 0.89588 0.36229 17.71620 2.0E+6
2 995 1.32154E+08 0.47776 0.05914 0.47340 23.17080 2.0E+6
2 996 1.32154E+10 0.09776 0.20200 0.58451 28.62480 2.0E+6
2 997 4.17907E+07 0.19776 0.34486 0.69563 34.07940 2.0E+6
2 998 4.17907E+09 0.29776 0.48771 0.80674 39.53400 2.0E+6
2 999 4.17907E+08 0.39776 0.63057 0.91785 44.98860 2.0E+6
2 1000 4.17907E+10 0.49776 0.77343 0.04130 50.44320 2.0E+6
2 1001 2.35007E+07 0.00256 0.91628 0.15242 55.89780 2.0E+6
2 1002 2.35007E+09 0.10256 0.07955 0.26353 1.84800 2.0E+6
2 1003 2.35007E+08 0.20256 0.22241 0.37464 7.30260 2.0E+6
2 1004 2.35007E+10 0.30256 0.36526 0.48575 12.75720 2.0E+6
2 1005 7.43156E+07 0.40256 0.50812 0.59686 18.21180 2.0E+6
2 1006 7.43156E+09 0.02256 0.65098 0.70797 23.66640 2.0E+6
2 1007 7.43156E+08 0.12256 0.79384 0.81908 29.12100 2.0E+6
2 1008 7.43156E+10 0.22256 0.93669 0.93019 34.57560 2.0E+6
2 1009 1.76230E+07 0.32256 0.09996 0.05365 40.03020 2.0E+6
2 1010 1.76230E+09 0.42256 0.24282 0.16476 45.48480 2.0E+6
2 1011 1.76230E+08 0.04256 0.38567 0.27587 50.93940 2.0E+6
2 1012 1.76230E+10 0.14256 0.52853 0.38698 56.39340 2.0E+6
2 1013 5.57288E+07 0.24256 0.67139 0.49809 2.34420 2.0E+6
2 1014 5.57288E+09 0.34256 0.81424 0.60921 7.79880 2.0E+6
2 1015 5.57288E+08 0.44256 0.95710 0.72032 13.25340 2.0E+6
2 1016 5.57288E+10 0.06256 0.12037 0.83143 18.70800 2.0E+6
2 1017 3.13386E+07 0.16256 0.26322 0.94254 24.16200 2.0E+6
2 1018 3.13386E+09 0.26256 0.40608 0.06600 29.61660 2.0E+6
2 1019 3.13386E+08 0.36256 0.54894 0.17711 35.07120 2.0E+6
2 1020 3.13386E+10 0.46256 0.69180 0.28822 40.52580 2.0E+6
2 1021 9.91014E+07 0.08256 0.83465 0.39933 45.98040 2.0E+6
2 1022 9.91014E+09 0.18256 0.97751 0.51044 51.43500 2.0E+6
2 1023 9.91014E+08 0.28256 0.14077 0.62155 56.88960 2.0E+6
2 1024 9.91014E+10 0.38256 0.28363 0.73266 2.83980 2.0E+6
2 1025 1.00452E+07 0.48256 0.42649 0.84377 8.29440 2.0E+6
2 1026 1.00452E+09 0.00656 0.56935 0.95488 13.74900 2.0E+6
2 1027 1.00452E+08 0.10656 0.71220 0.07834 19.20360 2.0E+6
2 1028 1.00452E+10 0.20656 0.85506 0.18945 24.65820 2.0E+6
2 1029 3.17658E+07 0.30656 0.99792 0.30056 30.11280 2.0E+6
2 1030 3.17658E+09 0.40656 0.00125 0.41168 35.56740 2.0E+6
2 1031 3.17658E+08 0.02656 0.14411 0.52279 41.02200 2.0E+6
2 1032 3.17658E+10 0.12656 0.28696 0.63390 46.47660 2.0E+6
2 1033 1.78632E+07 0.22656 0.42982 0.74501 51.93060 2.0E+6
2 1034 1.78632E+09 0.32656 0.57268 0.85612 57.38520 2.0E+6
2 1035 1.78632E+08 0.42656 0.71554 0.96723 3.33600 2.0E+6
2 1036 1.78632E+10 0.04656 0.85839 0.09069 8.79060 2.0E+6
2 1037 5.64885E+07 0.14656 0.02166 0.20180 14.24520 2.0E+6
2 1038 5.64885E+09 0.24656 0.16451 0.31291 19.69920 2.0E+6
2 1039 5.64885E+08 0.34656 0.30737 0.42402 25.15380 2.0E+6
2 1040 5.64885E+10 0.44656 0.45023 0.53513 30.60840 2.0E+6
2 1041 1.33955E+07 0.06656 0.59309 0.64624 36.06300 2.0E+6
2 1042 1.33955E+09 0.16656 0.73594 0.75735 41.51760 2.0E+6
2 1043 1.33955E+08 0.26656 0.87880 0.86847 46.97220 2.0E+6
2 1044 1.33955E+10 0.36656 0.04207 0.97958 52.42680 2.0E+6
2 1045 4.23604E+07 0.46656 0.18492 0.10303 57.88140 2.0E+6
2 1046 4.23604E+09 0.08656 0.32778 0.21414 3.83160 2.0E+6
2 1047 4.23604E+08 0.18656 0.47064 0.32526 9.28620 2.0E+6
2 1048 4.23604E+10 0.28656 0.61349 0.43637 14.74080 2.0E+6
2 1049 2.38210E+07 0.38656 0.75635 0.54748 20.19540 2.0E+6
2 1050 2.38210E+09 0.48656 0.89921 0.65859 25.65000 2.0E+6
2 1051 2.38210E+08 0.01056 0.06247 0.76970 31.10460 2.0E+6
2 1052 2.38210E+10 0.11056 0.20533 0.88081 36.55920 2.0E+6
2 1053 7.53286E+07 0.21056 0.34819 0.99192 42.01380 2.0E+6
2 1054 7.53286E+09 0.31056 0.49105 0.00564 47.46780 2.0E+6
2 1055 7.53286E+08 0.41056 0.63390 0.11675 52.92240 2.0E+6
2 1056 7.53286E+10 0.03056 0.77676 0.22786 58.37700 2.0E+6
2 1057 1.15995E+07 0.13056 0.91962 0.33897 4.32780 2.0E+6
2 1058 1.15995E+09 0.23056 0.08288 0.45008 9.78240 2.0E+6
2 1059 1.15995E+08 0.33056 0.22574 0.56119 15.23640 2.0E+6
2 1060 1.15995E+10 0.43056 0.36860 0.67231 20.69100 2.0E+6
2 1061 3.66809E+07 0.05056 0.51145 0.78342 26.14560 2.0E+6
2 1062 3.66809E+09 0.15056 0.65431 0.89453 31.60020 2.0E+6
2 1063 3.66809E+08 0.25056 0.79717 0.01799 37.05480 2.0E+6
2 1064 3.66809E+10 0.35056 0.94002 0.12910 42.50940 2.0E+6
2 1065 2.06272E+07 0.45056 0.10329 0.24021 47.96400 2.0E+6
2 1066 2.06272E+09 0.07056 0.24615 0.35132 53.41860 2.0E+6
2 1067 2.06272E+08 0.17056 0.38900 0.46243 58.87320 2.0E+6
2 1068 2.06272E+10 0.27056 0.53186 0.57354 4.82340 2.0E+6
2 1069 6.52289E+07 0.37056 0.67472 0.68465 10.27800 2.0E+6
2 1070 6.52289E+09 0.47056 0.81758 0.79576 15.73260 2.0E+6
2 1071 6.52289E+08 0.09056 0.96043 0.90687 21.18720 2.0E+6
2 1072 6.52289E+10 0.19056 0.12370 0.03033 26.64180 2.0E+6
2 1073 1.54682E+07 0.29056 0.26656 0.14144 32.09640 2.0E+6
2 1074 1.54682E+09 0.39056 0.40941 0.25255 37.55100 2.0E+6
2 1075 1.54682E+08 0.49056 0.55227 0.36366 43.00500 2.0E+6
2 1076 1.54682E+10 0.01456 0.69513 0.47478 48.45960 2.0E+6
2 1077 4.89148E+07 0.11456 0.83798 0.58589 53.91420 2.0E+6
2 1078 4.89148E+09 0.21456 0.98084 0.69700 59.36880 2.0E+6
2 1079 4.89148E+08 0.31456 0.00416 0.80811 5.31960 2.0E+6
2 1080 4.89148E+10 0.41456 0.14702 0.91922 10.77360 2.0E+6
2 1081 2.75068E+07 0.03456 0.28988 0.04268 16.22820 2.0E+6
2 1082 2.75068E+09 0.13456 0.43274 0.15379 21.68280 2.0E+6
2 1083 2.75068E+08 0.23456 0.57559 0.26490 27.13740 2.0E+6
2 1084 2.75068E+10 0.33456 0.71845 0.37601 32.59200 2.0E+6
2 1085 8.69841E+07 0.43456 0.86131 0.48712 38.04660 2.0E+6
2 1086 8.69841E+09 0.05456 0.02457 0.59823 43.50120 2.0E+6
2 1087 8.69841E+08 0.15456 0.16743 0.70934 48.95580 2.0E+6
2 1088 8.69841E+10 0.25456 0.31029 0.82045 54.41040 2.0E+6
2 1089 1.07944E+07 0.35456 0.45314 0.93157 59.86500 2.0E+6
2 1090 1.07944E+09 0.45456 0.59600 0.05502 0.40560 2.0E+6
2 1091 1.07944E+08 0.07456 0.73886 0.16613 5.86020 2.0E+6
2 1092 1.07944E+10 0.17456 0.88172 0.27724 11.31480 2.0E+6
2 1093 3.41350E+07 0.27456 0.04498 0.38836 16.76940 2.0E+6
2 1094 3.41350E+09 0.37456 0.18784 0.49947 22.22400 2.0E+6
2 1095 3.41350E+08 0.47456 0.33070 0.61058 27.67860 2.0E+6
2 1096 3.41350E+10 0.09456 0.47355 0.72169 33.13320 2.0E+6
2 1097 1.91955E+07 0.19456 0.61641 0.83280 38.58780 2.0E+6
2 1098 1.91955E+09 0.29456 0.75927 0.94391 44.04180 2.0E+6
2 1099 1.91955E+08 0.39456 0.90212 0.06737 49.49640 2.0E+6
2 1100 1.91955E+10 0.49456 0.06539 0.17848 54.95100 2.0E+6
2 1101 6.07016E+07 0.01856 0.20825 0.28959 0.90180 2.0E+6
2 1102 6.07016E+09 0.11856 0.35110 0.40070 6.35640 2.0E+6
2 1103 6.07016E+08 0.21856 0.49396 0.51181 11.81040 2.0E+6
2 1104 6.07016E+10 0.31856 0.63682 0.62292 17.26500 2.0E+6
2 1105 1.43946E+07 0.41856 0.77968 0.73403 22.71960 2.0E+6
2 1106 1.43946E+09 0.03856 0.92253 0.84515 28.17420 2.0E+6
2 1107 1.43946E+08 0.13856 0.08580 0.95626 33.62880 2.0E+6
2 1108 1.43946E+10 0.23856 0.22865 0.07971 39.08340 2.0E+6
2 1109 4.55198E+07 0.33856 0.37151 0.19082 44.53800 2.0E+6
2 1110 4.55198E+09 0.43856 0.51437 0.30194 49.99260 2.0E+6
2 1111 4.55198E+08 0.05856 0.65723 0.41305 55.44720 2.0E+6
2 1112 4.55198E+10 0.15856 0.80008 0.52416 1.39740 2.0E+6
2 1113 2.55976E+07 0.25856 0.94294 0.63527 6.85200 2.0E+6
2 1114 2.55976E+09 0.35856 0.10621 0.74638 12.30660 2.0E+6
2 1115 2.55976E+08 0.45856 0.24906 0.85749 17.76120 2.0E+6
2 1116 2.55976E+10 0.07856 0.39192 0.96860 23.21580 2.0E+6
2 1117 8.09469E+07 0.17856 0.53478 0.09206 28.67040 2.0E+6
2 1118 8.09469E+09 0.27856 0.67763 0.20317 34.12500 2.0E+6
2 1119 8.09469E+08 0.37856 0.82049 0.31428 39.57900 2.0E+6
2 1120 8.09469E+10 0.47856 0.96335 0.42539 45.03360 2.0E+6
2 1121 1.24658E+07 0.09856 0.12661 0.53650 50.48820 2.0E+6
2 1122 1.24658E+09 0.19856 0.26947 0.64761 55.94280 2.0E+6
2 1123 1.24658E+08 0.29856 0.41233 0.75873 1.89360 2.0E+6
2 1124 1.24658E+10 0.39856 0.55519 0.86984 7.34760 2.0E+6
2 1125 3.94203E+07 0.49856 0.69804 0.98095 12.80220 2.0E+6
2 1126 3.94203E+09 0.00336 0.84090 0.10440 18.25680 2.0E+6
2 1127 3.94203E+08 0.10336 0.98376 0.21552 23.71140 2.0E+6
2 1128 3.94203E+10 0.20336 0.00708 0.32663 29.16600 2.0E+6
2 1129 2.21677E+07 0.30336 0.14994 0.43774 34.62060 2.0E+6
2 1130 2.21677E+09 0.40336 0.29279 0.54885 40.07520 2.0E+6
2 1131 2.21677E+08 0.02336 0.43565 0.65996 45.52980 2.0E+6
2 1132 2.21677E+10 0.12336 0.57851 0.77107 50.98440 2.0E+6
2 1133 7.01003E+07 0.22336 0.72137 0.88218 56.43900 2.0E+6
2 1134 7.01003E+09 0.32336 0.86422 0.99329 2.38920 2.0E+6
2 1135 7.01003E+08 0.42336 0.02749 0.00701 7.84380 2.0E+6
2 1136 7.01003E+10 0.04336 0.17035 0.11812 13.29840 2.0E+6
2 1137 1.66234E+07 0.14336 0.31320 0.22923 18.75300 2.0E+6
2 1138 1.66234E+09 0.24336 0.45606 0.34034 24.20760 2.0E+6
2 1139 1.66234E+08 0.34336 0.59892 0.45146 29.66220 2.0E+6
2 1140 1.66234E+10 0.44336 0.74177 0.56257 35.11620 2.0E+6
2 1141 5.25678E+07 0.06336 0.88463 0.67368 40.57080 2.0E+6
2 1142 5.25678E+09 0.16336 0.04790 0.78479 46.02540 2.0E+6
2 1143 5.25678E+08 0.26336 0.19075 0.89590 51.48000 2.0E+6
2 1144 5.25678E+10 0.36336 0.33361 0.01936 56.93460 2.0E+6
